@relation train_80p100_38556

@attribute holiday {None,'New Years Day','Martin Luther King Jr Day','Christmas Day','Memorial Day','Columbus Day','Veterans Day','State Fair','Thanksgiving Day','Washingtons Birthday','Independence Day','Labor Day'}
@attribute temp numeric
@attribute rain_1h numeric
@attribute snow_1h numeric
@attribute clouds_all numeric
@attribute weather_description {'overcast clouds',haze,'scattered clouds','sky is clear','broken clouds',mist,'moderate rain','Sky is Clear','light snow','heavy snow','proximity thunderstorm','few clouds','light rain','light intensity drizzle',fog,'heavy intensity rain',snow,drizzle,'proximity shower rain',thunderstorm,smoke,'thunderstorm with light rain','very heavy rain','heavy intensity drizzle','proximity thunderstorm with rain','thunderstorm with rain','shower drizzle','light shower snow','thunderstorm with heavy rain','thunderstorm with light drizzle','proximity thunderstorm with drizzle',SQUALLS,'light intensity shower rain','freezing rain','light rain and snow',sleet,'thunderstorm with drizzle'}
@attribute day_time {'Thursday 19:00','Monday 12:00','Saturday 16:00','Sunday 23:00','Tuesday 1:00','Wednesday 18:00','Friday 22:00','Saturday 9:00','Saturday 2:00','Wednesday 4:00','Thursday 3:00','Saturday 4:00','Thursday 12:00','Tuesday 4:00','Thursday 20:00','Thursday 9:00','Wednesday 11:00','Sunday 19:00','Monday 22:00','Thursday 11:00','Monday 19:00','Monday 6:00','Sunday 17:00','Thursday 10:00','Tuesday 9:00','Monday 0:00','Friday 7:00','Saturday 10:00','Sunday 2:00','Wednesday 14:00','Wednesday 13:00','Friday 8:00','Saturday 17:00','Wednesday 3:00','Monday 18:00','Monday 2:00','Monday 20:00','Friday 20:00','Thursday 4:00','Thursday 5:00','Tuesday 7:00','Saturday 23:00','Saturday 14:00','Tuesday 14:00','Thursday 14:00','Friday 17:00','Sunday 0:00','Monday 17:00','Sunday 20:00','Wednesday 22:00','Wednesday 12:00','Monday 15:00','Saturday 15:00','Tuesday 10:00','Wednesday 9:00','Wednesday 8:00','Monday 23:00','Monday 9:00','Sunday 14:00','Tuesday 5:00','Saturday 13:00','Tuesday 6:00','Wednesday 1:00','Thursday 1:00','Wednesday 5:00','Monday 4:00','Sunday 5:00','Monday 21:00','Friday 12:00','Friday 13:00','Saturday 7:00','Friday 4:00','Monday 14:00','Thursday 18:00','Tuesday 23:00','Friday 21:00','Wednesday 19:00','Tuesday 8:00','Wednesday 23:00','Saturday 12:00','Sunday 9:00','Saturday 22:00','Friday 5:00','Sunday 21:00','Sunday 13:00','Tuesday 16:00','Wednesday 0:00','Wednesday 10:00','Wednesday 16:00','Wednesday 21:00','Sunday 11:00','Tuesday 12:00','Tuesday 20:00','Sunday 7:00','Sunday 18:00','Saturday 18:00','Saturday 11:00','Saturday 20:00','Monday 3:00','Monday 10:00','Saturday 19:00','Sunday 4:00','Saturday 21:00','Friday 1:00','Tuesday 22:00','Tuesday 3:00','Monday 5:00','Saturday 3:00','Friday 3:00','Friday 0:00','Thursday 15:00','Sunday 8:00','Wednesday 2:00','Friday 6:00','Tuesday 18:00','Wednesday 6:00','Monday 13:00','Sunday 1:00','Tuesday 21:00','Tuesday 13:00','Sunday 22:00','Saturday 0:00','Friday 18:00','Monday 7:00','Friday 9:00','Thursday 7:00','Sunday 10:00','Thursday 23:00','Wednesday 20:00','Saturday 5:00','Monday 11:00','Tuesday 15:00','Thursday 2:00','Friday 19:00','Thursday 13:00','Wednesday 15:00','Tuesday 11:00','Thursday 8:00','Thursday 6:00','Friday 16:00','Tuesday 17:00','Thursday 22:00','Friday 15:00','Sunday 15:00','Sunday 12:00','Saturday 8:00','Tuesday 2:00','Sunday 16:00','Friday 11:00','Thursday 0:00','Friday 2:00','Thursday 17:00','Wednesday 17:00','Saturday 6:00','Monday 1:00','Friday 14:00','Monday 8:00','Wednesday 7:00','Saturday 1:00','Tuesday 0:00','Sunday 6:00','Thursday 16:00','Thursday 21:00','Friday 10:00','Sunday 3:00','Monday 16:00','Friday 23:00','Tuesday 19:00'}
@attribute traffic_volume numeric

@data
None,258.95,0,0,40,'scattered clouds','Sunday 20:00',2073
None,260.01,0,0,1,'sky is clear','Wednesday 22:00',1545
None,302.72,0,0,40,'scattered clouds','Sunday 19:00',3172
None,299.8,0,0,0,'Sky is Clear','Wednesday 12:00',4858
None,274.15,0,0,1,'sky is clear','Monday 15:00',5622
None,287.66,0,0,40,'scattered clouds','Thursday 11:00',4977
None,291.94,0,0,90,haze,'Saturday 15:00',4338
None,285.64,0,0,40,fog,'Tuesday 10:00',4389
None,288.58,0,0,40,'scattered clouds','Wednesday 9:00',4409
None,283.22,0,0,90,'light rain','Wednesday 8:00',6087
None,290.01,0,0,1,'sky is clear','Thursday 14:00',5182
None,268.02,0,0,75,'light snow','Thursday 14:00',5493
None,290.94,0,0,1,mist,'Monday 23:00',1022
None,268.81,0,0,1,mist,'Monday 9:00',4933
None,289.28,0,0,1,'sky is clear','Sunday 14:00',4323
None,286.21,0,0,0,'Sky is Clear','Wednesday 8:00',5841
None,289.55,0,0,90,'overcast clouds','Monday 2:00',358
None,271.65,0,0,90,mist,'Tuesday 5:00',2972
None,274.22,0,0,75,'broken clouds','Saturday 13:00',4990
None,298.77,0,0,1,'sky is clear','Monday 19:00',3558
None,271.08,0,0,90,haze,'Tuesday 10:00',4406
None,270.59,0,0,90,mist,'Tuesday 6:00',4339
None,252.01,0,0,75,'broken clouds','Wednesday 8:00',5674
None,289.9,0,0,0,'Sky is Clear','Tuesday 4:00',868
None,267.95,0,0,5,'sky is clear','Wednesday 9:00',5327
None,276.02,0,0,90,'light snow','Thursday 14:00',5083
None,270.54,0,0,1,'sky is clear','Wednesday 1:00',340
None,266.19,0,0,1,'sky is clear','Thursday 1:00',331
None,281.27,0,0,1,'sky is clear','Wednesday 5:00',3006
None,256.51,0,0,1,'sky is clear','Monday 4:00',809
None,264.22,0,0,90,snow,'Sunday 5:00',435
None,274.44,0,0,90,'overcast clouds','Monday 21:00',2100
None,275.91,0.25,0,90,'light rain','Friday 17:00',5519
None,280.15,0,0,20,'few clouds','Friday 12:00',5401
None,301.75,0,0,5,'sky is clear','Friday 13:00',5053
None,257.81,0,0,1,'sky is clear','Saturday 7:00',1827
None,287.42,0,0,90,mist,'Monday 6:00',5800
None,294.71,0,0,75,'broken clouds','Wednesday 9:00',4108
None,289.56,0,0,1,'sky is clear','Friday 4:00',846
None,279.36,0,0,90,'light intensity drizzle','Monday 14:00',5017
None,287.19,0.76,0,90,mist,'Thursday 18:00',4383
None,257.34,0,0,64,'broken clouds','Tuesday 7:00',4738
None,281.4,0,0,1,'sky is clear','Tuesday 23:00',924
None,286.548,0,0,92,'light rain','Monday 18:00',3779
None,285.14,0,0,0,'Sky is Clear','Tuesday 4:00',1116
None,296.71,0,0,1,'sky is clear','Friday 21:00',2839
None,263.86,0,0,90,'overcast clouds','Wednesday 4:00',785
None,272.37,0,0,90,'overcast clouds','Monday 20:00',2571
None,299.77,0,0,32,'scattered clouds','Wednesday 19:00',3922
None,293.69,0,0,48,'scattered clouds','Tuesday 8:00',5373
None,295.78,0,0,0,'Sky is Clear','Wednesday 23:00',1209
None,297.27,0,0,90,'overcast clouds','Saturday 12:00',2107
None,279.95,0,0,90,drizzle,'Sunday 9:00',2631
None,294.12,0,0,56,'moderate rain','Tuesday 1:00',392
None,266.55,0,0,90,haze,'Tuesday 5:00',2637
None,284.26,0,0,1,'sky is clear','Saturday 22:00',3248
None,290.85,0,0,1,'sky is clear','Thursday 11:00',4727
None,283.33,0,0,20,'few clouds','Friday 5:00',2714
None,291.13,0,0,40,'scattered clouds','Monday 20:00',2758
None,278.49,0,0,90,'moderate rain','Sunday 21:00',2045
None,303.21,0,0,40,'scattered clouds','Monday 17:00',5241
None,304.45,0,0,24,'few clouds','Sunday 13:00',5055
None,300.83,0,0,40,'scattered clouds','Tuesday 16:00',6432
None,293.69,0,0,1,'sky is clear','Sunday 23:00',1152
None,279.61,0,0,40,'scattered clouds','Tuesday 9:00',5170
None,282.32,0,0,90,mist,'Sunday 9:00',4465
None,289.56,0,0,8,'sky is clear','Wednesday 0:00',655
None,267.84,0,0,1,'sky is clear','Saturday 9:00',3193
None,294.51,0,0,75,'light rain','Wednesday 10:00',4665
None,258.46,0,0,5,'sky is clear','Wednesday 16:00',6317
None,276.03,0,0,90,'overcast clouds','Wednesday 21:00',4486
None,283.74,0,0,90,mist,'Tuesday 9:00',5388
None,283.92,0,0,1,'sky is clear','Tuesday 5:00',2869
None,286.975,0,0,8,'sky is clear','Sunday 11:00',3377
None,270.73,0,0,64,'light snow','Tuesday 12:00',4703
None,288.76,0,0,1,'sky is clear','Tuesday 20:00',2772
None,260.29,0,0,1,'sky is clear','Sunday 5:00',445
None,301.27,0,0,1,'sky is clear','Wednesday 14:00',5070
None,286.58,0,0,1,'sky is clear','Sunday 7:00',1212
None,294,0,0,0,'Sky is Clear','Tuesday 12:00',4415
None,269.22,0,0,5,'sky is clear','Sunday 18:00',3724
None,271.61,0,0,90,haze,'Tuesday 20:00',2741
None,291.65,0,0,1,mist,'Monday 4:00',861
None,274.41,0,0,90,'overcast clouds','Saturday 18:00',4434
None,281.195,0,0,0,'Sky is Clear','Thursday 18:00',4642
None,294.23,0,0,75,'broken clouds','Sunday 20:00',2692
None,269.78,0,0,75,'broken clouds','Saturday 11:00',4380
None,297.06,7.87,0,90,'heavy intensity rain','Sunday 13:00',4735
None,274.33,0.98,0.51,90,'moderate rain','Wednesday 12:00',5167
None,297.1,11.23,0,75,mist,'Saturday 11:00',24
None,275.93,0,0,1,'sky is clear','Saturday 20:00',3216
None,274.72,0,0,1,'sky is clear','Thursday 11:00',4670
None,278.09,0,0,40,mist,'Monday 6:00',5870
None,275.76,0,0,90,'light rain','Monday 3:00',312
None,296.9,0,0,1,'sky is clear','Monday 10:00',4439
None,293.65,0,0,75,'broken clouds','Friday 13:00',5230
None,261.62,0,0,20,'few clouds','Saturday 19:00',3132
None,266.9,0,0,90,'overcast clouds','Sunday 4:00',308
None,274.24,0,0,20,'few clouds','Saturday 7:00',1730
None,273.79,0,0,5,'sky is clear','Saturday 21:00',3332
None,274.79,0,0,90,'overcast clouds','Friday 1:00',429
None,294.88,0,0,5,'sky is clear','Tuesday 14:00',5380
None,276.7,0,0,8,'sky is clear','Monday 3:00',388
None,282.02,0,0,1,'sky is clear','Tuesday 22:00',3711
None,259.15,0,0,40,'scattered clouds','Saturday 18:00',3223
None,267.06,0,0,90,'light snow','Tuesday 3:00',427
None,271.36,0,0,90,'light snow','Monday 5:00',2632
None,276.95,0,0,90,mist,'Saturday 12:00',5130
None,294.97,0,0,75,'broken clouds','Monday 14:00',4727
None,295.56,0,0,40,'scattered clouds','Thursday 12:00',5180
None,271.36,0,0,1,'light snow','Tuesday 3:00',319
None,287.52,0,0,90,mist,'Wednesday 23:00',1028
None,292.24,0,0,1,'light rain','Friday 7:00',6653
None,271.53,1.27,0,90,'light snow','Wednesday 9:00',3876
None,286.71,0,0,90,'proximity thunderstorm','Saturday 3:00',409
None,276.68,0,0,75,mist,'Wednesday 8:00',6104
None,296.47,0,0,20,'few clouds','Thursday 20:00',3306
None,275.63,0,0,20,fog,'Friday 3:00',398
None,295.89,0,0,0,'Sky is Clear','Saturday 14:00',4721
'New Years Day',265.94,0,0,90,'light snow','Friday 0:00',1513
None,285.1,0,0,1,'sky is clear','Friday 5:00',2807
None,277.58,0,0,75,'broken clouds','Saturday 9:00',4179
None,265.81,0,0,90,'overcast clouds','Thursday 15:00',5555
None,286.59,0,0,40,haze,'Friday 12:00',5598
None,283.15,0,0,75,'broken clouds','Sunday 21:00',1733
None,250.8,0,0,1,'sky is clear','Wednesday 10:00',4080
None,290.367,0,0,0,'Sky is Clear','Saturday 16:00',4603
None,285.75,0,0,90,'heavy intensity rain','Wednesday 23:00',1328
None,287.48,0,0,90,'moderate rain','Tuesday 4:00',894
None,273.22,0,0,1,'sky is clear','Wednesday 4:00',957
None,260.21,0,0,90,'overcast clouds','Saturday 14:00',4857
None,289.14,0,0,5,fog,'Sunday 8:00',1866
None,269.37,0,0,75,'broken clouds','Wednesday 2:00',269
None,282.18,0,0,75,'broken clouds','Monday 6:00',5893
None,267.01,0,0,90,'overcast clouds','Tuesday 22:00',1880
None,299.8,0,0,0,'Sky is Clear','Monday 12:00',4990
None,269.89,0,0,90,'overcast clouds','Sunday 4:00',482
None,291.89,0.98,0,90,'moderate rain','Friday 6:00',5259
None,279.24,0,0,75,'broken clouds','Friday 13:00',4933
None,279.55,0,0,1,'sky is clear','Tuesday 18:00',4740
None,269.02,0,0,75,'broken clouds','Sunday 18:00',3509
None,284.24,0.25,0,1,mist,'Wednesday 6:00',5902
None,272.54,0,0,90,'heavy snow','Monday 13:00',4200
None,293.42,0,0,90,'proximity shower rain','Sunday 18:00',4192
None,300.18,0,0,90,'overcast clouds','Monday 14:00',4456
None,282.45,0,0,90,'overcast clouds','Tuesday 23:00',947
None,277.66,0,0,90,drizzle,'Wednesday 9:00',5422
None,280.72,0,0,90,drizzle,'Sunday 23:00',1039
None,249.45,0,0,40,'scattered clouds','Monday 23:00',1148
None,299.88,0,0,5,'sky is clear','Monday 12:00',4617
None,267.9,0,0,64,'broken clouds','Sunday 1:00',706
None,253.53,0,0,5,'sky is clear','Tuesday 21:00',2031
None,301.66,0,0,36,'scattered clouds','Saturday 15:00',3765
None,296.01,0,0,90,'light rain','Tuesday 13:00',4726
None,287.01,0,0,90,'overcast clouds','Saturday 22:00',3095
None,276.55,0,0,90,mist,'Sunday 22:00',2350
None,272.68,0,0,90,'light rain','Thursday 9:00',4839
None,293.121,0,0,64,'broken clouds','Sunday 5:00',477
None,296.55,0,0,1,'sky is clear','Wednesday 19:00',3626
None,293.29,0,0,1,'sky is clear','Saturday 0:00',1412
None,268.55,0,0,1,'sky is clear','Wednesday 2:00',261
None,302.88,0,0,75,'broken clouds','Saturday 14:00',4533
None,294.86,0,0,5,'sky is clear','Thursday 9:00',4999
None,287.48,0,0,40,'scattered clouds','Friday 18:00',5002
None,290.93,0,0,20,mist,'Monday 7:00',6280
None,294.34,0,0,75,'broken clouds','Friday 9:00',2451
None,288.18,0.25,0,90,mist,'Friday 4:00',867
None,275.77,0,0,5,'sky is clear','Thursday 7:00',6440
None,300.23,0,0,88,'overcast clouds','Thursday 19:00',3600
None,258.82,0,0,1,'sky is clear','Tuesday 21:00',2370
None,274.59,0,0,1,'sky is clear','Sunday 10:00',4497
None,271.15,0,0,90,'overcast clouds','Wednesday 21:00',2461
None,271.95,0,0,90,haze,'Wednesday 3:00',375
None,271.96,0.51,0,1,'light rain','Thursday 23:00',1319
None,290.44,0,0,1,'sky is clear','Sunday 2:00',648
None,279.08,0,0,1,'sky is clear','Wednesday 1:00',310
None,276.61,0,0,75,'broken clouds','Sunday 19:00',3038
None,246.68,0,0,5,'sky is clear','Sunday 10:00',3504
None,266.66,0,0,90,'overcast clouds','Tuesday 1:00',351
None,287.28,0,0,1,mist,'Monday 7:00',4011
None,286.76,0,0,1,'sky is clear','Sunday 4:00',382
None,264.33,0,0,20,'few clouds','Saturday 2:00',534
None,291.03,0,0,75,'broken clouds','Wednesday 20:00',2903
None,282.64,0,0,20,'few clouds','Monday 23:00',1035
None,296.36,0,0,90,'overcast clouds','Monday 7:00',6741
None,284.65,0,0,90,'light rain','Monday 3:00',337
None,256.35,0,0,1,'light snow','Monday 13:00',4477
None,292.82,0,0,1,'sky is clear','Thursday 23:00',1287
None,297.8,0,0,1,'sky is clear','Thursday 14:00',5657
None,294.63,0,0,40,'scattered clouds','Saturday 23:00',1
None,274.08,0,0,90,'light snow','Monday 13:00',4325
None,292.36,0,0,1,'sky is clear','Saturday 5:00',623
None,297.92,0,0,40,'scattered clouds','Sunday 20:00',3298
None,270.28,0,0,90,mist,'Monday 11:00',4220
None,296.85,0,0,1,'sky is clear','Sunday 18:00',3928
None,301.74,0,0,1,'sky is clear','Tuesday 15:00',6077
None,261.59,0,0,40,haze,'Tuesday 14:00',4863
None,278.35,0,0,90,'light snow','Sunday 14:00',4655
None,284.79,0,0,75,'light rain','Tuesday 23:00',945
None,270.31,0,0,40,'scattered clouds','Wednesday 12:00',5070
None,290.02,0,0,90,'heavy intensity rain','Monday 2:00',277
None,290.01,0,0,90,'light rain','Monday 11:00',4454
None,303.35,0,0,75,thunderstorm,'Tuesday 16:00',6373
None,287.01,0,0,92,'overcast clouds','Friday 20:00',3631
None,289.15,0.25,0,36,'light rain','Thursday 2:00',313
None,274.62,0,0,1,'sky is clear','Wednesday 21:00',2493
None,285.01,0,0,92,'overcast clouds','Saturday 2:00',606
None,287.02,0,0,92,'overcast clouds','Friday 19:00',4324
None,299.48,0.51,0,40,'light rain','Tuesday 16:00',6490
None,299.95,0,0,20,'few clouds','Thursday 13:00',5307
None,291.35,0,0,90,'moderate rain','Wednesday 18:00',4864
None,295.86,0.25,0,1,'light rain','Thursday 14:00',5680
None,265.93,0,0,90,'light snow','Friday 6:00',4378
None,292.77,0,0,1,'sky is clear','Monday 23:00',1158
None,288.55,0,0,1,'sky is clear','Sunday 4:00',414
None,278.62,0,0,75,'broken clouds','Sunday 18:00',4392
None,291.68,0,0,1,'sky is clear','Wednesday 2:00',341
None,297.61,0,0,0,'Sky is Clear','Thursday 13:00',5423
None,304.18,0,0,75,'broken clouds','Thursday 14:00',4829
None,258.46,0,0,5,'sky is clear','Wednesday 15:00',5589
None,281.15,0,0,1,'sky is clear','Tuesday 11:00',4952
None,255.38,0,0,1,'sky is clear','Wednesday 23:00',1034
None,303.15,0,0,90,'overcast clouds','Wednesday 13:00',5463
None,271.28,0,0,90,'light snow','Wednesday 4:00',896
None,278.93,0,0,90,drizzle,'Thursday 8:00',5760
None,293.96,0,0,40,'scattered clouds','Saturday 22:00',3677
None,282.85,0,0,0,'Sky is Clear','Monday 21:00',2381
None,278.21,0,0,90,mist,'Wednesday 16:00',6267
None,268.75,0,0,1,'sky is clear','Thursday 6:00',5703
None,274.65,0,0,90,'light rain','Friday 16:00',6595
None,278.01,0,0,75,'broken clouds','Tuesday 17:00',6104
None,278.21,0,0,90,mist,'Monday 23:00',830
None,288.84,0,0,76,'broken clouds','Tuesday 12:00',4776
None,266.71,0,0,90,'overcast clouds','Thursday 22:00',1060
None,297.95,0,0,75,'broken clouds','Sunday 21:00',3170
None,284.68,0,0,40,'scattered clouds','Friday 15:00',6161
None,286.832,0,0,88,'overcast clouds','Monday 9:00',4356
None,295.58,0,0,1,'sky is clear','Saturday 11:00',4009
None,268.55,0,0,90,'overcast clouds','Sunday 10:00',3465
None,269.44,0,0,90,haze,'Wednesday 15:00',5570
None,291.08,0,0,90,mist,'Wednesday 9:00',4930
None,296.72,0,0,75,'broken clouds','Sunday 21:00',2624
None,297.23,0,0,75,'proximity shower rain','Saturday 17:00',4555
None,291.69,0,0,75,'broken clouds','Monday 11:00',4643
None,291.66,0,0,1,'sky is clear','Friday 7:00',5906
None,289.06,0,0,90,'light rain','Sunday 7:00',1228
None,287.12,0.25,0,48,'light rain','Sunday 21:00',2910
None,274.42,0,0,90,'light snow','Monday 17:00',5739
None,292.08,0,0,1,'light rain','Monday 22:00',1771
None,296.76,0,0,75,'broken clouds','Monday 13:00',4690
None,283.88,0,0,1,'sky is clear','Sunday 1:00',819
None,273.72,0,0,1,'sky is clear','Monday 12:00',4947
None,291.46,0,0,56,'broken clouds','Thursday 22:00',2689
None,269.95,0,0,1,mist,'Monday 4:00',820
None,298.73,0,0,40,'scattered clouds','Tuesday 14:00',5487
None,272.01,0,0,90,'light rain','Saturday 7:00',1311
None,291.15,0,0,40,'scattered clouds','Monday 17:00',5714
None,269.21,0,0,75,mist,'Saturday 7:00',1888
None,265.5,0,0,1,'sky is clear','Sunday 15:00',4699
None,274.03,0,0,90,'heavy snow','Sunday 12:00',3655
None,258.45,0,0,1,'sky is clear','Tuesday 22:00',1758
None,260.14,0,0,90,'light snow','Saturday 8:00',2611
