holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,day_time,traffic_volume
0,299.18,0,0,1,sky is clear,Friday 17:00,5115
0,298.31,0,0,0,Sky is Clear,Monday 6:00,5773
0,278.42,0,0,90,overcast clouds,Sunday 19:00,3409
0,292.48,0,0,1,sky is clear,Sunday 0:00,1532
0,268.29,0,0,1,sky is clear,Monday 6:00,5331
0,281.72,0,0,90,proximity thunderstorm,Wednesday 18:00,3533
0,266.77,0,0,64,broken clouds,Thursday 11:00,4017
0,296.69,0,0,44,scattered clouds,Monday 17:00,5966
0,258.95,0,0,40,scattered clouds,Sunday 20:00,2073
0,260.01,0,0,1,sky is clear,Wednesday 22:00,1545
0,302.72,0,0,40,scattered clouds,Sunday 19:00,3172
0,299.8,0,0,0,Sky is Clear,Wednesday 12:00,4858
0,274.15,0,0,1,sky is clear,Monday 15:00,5622
0,287.66,0,0,40,scattered clouds,Thursday 11:00,4977
0,291.94,0,0,90,haze,Saturday 15:00,4338
0,285.64,0,0,40,fog,Tuesday 10:00,4389
0,288.58,0,0,40,scattered clouds,Wednesday 9:00,4409
0,283.22,0,0,90,light rain,Wednesday 8:00,6087
0,290.01,0,0,1,sky is clear,Thursday 14:00,5182
0,268.02,0,0,75,light snow,Thursday 14:00,5493
0,290.94,0,0,1,mist,Monday 23:00,1022
0,268.81,0,0,1,mist,Monday 9:00,4933
0,289.28,0,0,1,sky is clear,Sunday 14:00,4323
0,286.21,0,0,0,Sky is Clear,Wednesday 8:00,5841
0,289.55,0,0,90,overcast clouds,Monday 2:00,358
0,271.65,0,0,90,mist,Tuesday 5:00,2972
0,274.22,0,0,75,broken clouds,Saturday 13:00,4990
0,298.77,0,0,1,sky is clear,Monday 19:00,3558
0,271.08,0,0,90,haze,Tuesday 10:00,4406
0,270.59,0,0,90,mist,Tuesday 6:00,4339
0,252.01,0,0,75,broken clouds,Wednesday 8:00,5674
0,289.9,0,0,0,Sky is Clear,Tuesday 4:00,868
0,267.95,0,0,5,sky is clear,Wednesday 9:00,5327
0,276.02,0,0,90,light snow,Thursday 14:00,5083
0,270.54,0,0,1,sky is clear,Wednesday 1:00,340
0,266.19,0,0,1,sky is clear,Thursday 1:00,331
0,281.27,0,0,1,sky is clear,Wednesday 5:00,3006
0,256.51,0,0,1,sky is clear,Monday 4:00,809
0,264.22,0,0,90,snow,Sunday 5:00,435
0,274.44,0,0,90,overcast clouds,Monday 21:00,2100
0,275.91,0.25,0,90,light rain,Friday 17:00,5519
0,280.15,0,0,20,few clouds,Friday 12:00,5401
0,301.75,0,0,5,sky is clear,Friday 13:00,5053
0,257.81,0,0,1,sky is clear,Saturday 7:00,1827
0,287.42,0,0,90,mist,Monday 6:00,5800
0,294.71,0,0,75,broken clouds,Wednesday 9:00,4108
0,289.56,0,0,1,sky is clear,Friday 4:00,846
0,279.36,0,0,90,light intensity drizzle,Monday 14:00,5017
0,287.19,0.76,0,90,mist,Thursday 18:00,4383
0,257.34,0,0,64,broken clouds,Tuesday 7:00,4738
0,281.4,0,0,1,sky is clear,Tuesday 23:00,924
0,286.548,0,0,92,light rain,Monday 18:00,3779
0,285.14,0,0,0,Sky is Clear,Tuesday 4:00,1116
0,296.71,0,0,1,sky is clear,Friday 21:00,2839
0,263.86,0,0,90,overcast clouds,Wednesday 4:00,785
0,272.37,0,0,90,overcast clouds,Monday 20:00,2571
0,299.77,0,0,32,scattered clouds,Wednesday 19:00,3922
0,293.69,0,0,48,scattered clouds,Tuesday 8:00,5373
0,295.78,0,0,0,Sky is Clear,Wednesday 23:00,1209
0,297.27,0,0,90,overcast clouds,Saturday 12:00,2107
0,279.95,0,0,90,drizzle,Sunday 9:00,2631
0,294.12,0,0,56,moderate rain,Tuesday 1:00,392
0,266.55,0,0,90,haze,Tuesday 5:00,2637
0,284.26,0,0,1,sky is clear,Saturday 22:00,3248
0,290.85,0,0,1,sky is clear,Thursday 11:00,4727
0,283.33,0,0,20,few clouds,Friday 5:00,2714
0,291.13,0,0,40,scattered clouds,Monday 20:00,2758
0,278.49,0,0,90,moderate rain,Sunday 21:00,2045
0,303.21,0,0,40,scattered clouds,Monday 17:00,5241
0,304.45,0,0,24,few clouds,Sunday 13:00,5055
0,300.83,0,0,40,scattered clouds,Tuesday 16:00,6432
0,293.69,0,0,1,sky is clear,Sunday 23:00,1152
0,279.61,0,0,40,scattered clouds,Tuesday 9:00,5170
0,282.32,0,0,90,mist,Sunday 9:00,4465
0,289.56,0,0,8,sky is clear,Wednesday 0:00,655
0,267.84,0,0,1,sky is clear,Saturday 9:00,3193
0,294.51,0,0,75,light rain,Wednesday 10:00,4665
0,258.46,0,0,5,sky is clear,Wednesday 16:00,6317
0,276.03,0,0,90,overcast clouds,Wednesday 21:00,4486
0,283.74,0,0,90,mist,Tuesday 9:00,5388
0,283.92,0,0,1,sky is clear,Tuesday 5:00,2869
0,286.975,0,0,8,sky is clear,Sunday 11:00,3377
0,270.73,0,0,64,light snow,Tuesday 12:00,4703
0,288.76,0,0,1,sky is clear,Tuesday 20:00,2772
0,260.29,0,0,1,sky is clear,Sunday 5:00,445
0,301.27,0,0,1,sky is clear,Wednesday 14:00,5070
0,286.58,0,0,1,sky is clear,Sunday 7:00,1212
0,294,0,0,0,Sky is Clear,Tuesday 12:00,4415
0,269.22,0,0,5,sky is clear,Sunday 18:00,3724
0,271.61,0,0,90,haze,Tuesday 20:00,2741
0,291.65,0,0,1,mist,Monday 4:00,861
0,274.41,0,0,90,overcast clouds,Saturday 18:00,4434
0,281.195,0,0,0,Sky is Clear,Thursday 18:00,4642
0,294.23,0,0,75,broken clouds,Sunday 20:00,2692
0,269.78,0,0,75,broken clouds,Saturday 11:00,4380
0,297.06,7.87,0,90,heavy intensity rain,Sunday 13:00,4735
0,274.33,0.98,0.51,90,moderate rain,Wednesday 12:00,5167
0,297.1,11.23,0,75,mist,Saturday 11:00,24
0,275.93,0,0,1,sky is clear,Saturday 20:00,3216
0,274.72,0,0,1,sky is clear,Thursday 11:00,4670
0,278.09,0,0,40,mist,Monday 6:00,5870
0,275.76,0,0,90,light rain,Monday 3:00,312
0,296.9,0,0,1,sky is clear,Monday 10:00,4439
0,293.65,0,0,75,broken clouds,Friday 13:00,5230
0,261.62,0,0,20,few clouds,Saturday 19:00,3132
0,266.9,0,0,90,overcast clouds,Sunday 4:00,308
0,274.24,0,0,20,few clouds,Saturday 7:00,1730
0,273.79,0,0,5,sky is clear,Saturday 21:00,3332
0,274.79,0,0,90,overcast clouds,Friday 1:00,429
0,294.88,0,0,5,sky is clear,Tuesday 14:00,5380
0,276.7,0,0,8,sky is clear,Monday 3:00,388
0,282.02,0,0,1,sky is clear,Tuesday 22:00,3711
0,259.15,0,0,40,scattered clouds,Saturday 18:00,3223
0,267.06,0,0,90,light snow,Tuesday 3:00,427
0,271.36,0,0,90,light snow,Monday 5:00,2632
0,276.95,0,0,90,mist,Saturday 12:00,5130
0,294.97,0,0,75,broken clouds,Monday 14:00,4727
0,295.56,0,0,40,scattered clouds,Thursday 12:00,5180
0,271.36,0,0,1,light snow,Tuesday 3:00,319
0,287.52,0,0,90,mist,Wednesday 23:00,1028
0,292.24,0,0,1,light rain,Friday 7:00,6653
0,271.53,1.27,0,90,light snow,Wednesday 9:00,3876
0,286.71,0,0,90,proximity thunderstorm,Saturday 3:00,409
0,276.68,0,0,75,mist,Wednesday 8:00,6104
0,296.47,0,0,20,few clouds,Thursday 20:00,3306
0,275.63,0,0,20,fog,Friday 3:00,398
0,295.89,0,0,0,Sky is Clear,Saturday 14:00,4721
1,265.94,0,0,90,light snow,Friday 0:00,1513
0,285.1,0,0,1,sky is clear,Friday 5:00,2807
0,277.58,0,0,75,broken clouds,Saturday 9:00,4179
0,265.81,0,0,90,overcast clouds,Thursday 15:00,5555
0,286.59,0,0,40,haze,Friday 12:00,5598
0,283.15,0,0,75,broken clouds,Sunday 21:00,1733
0,250.8,0,0,1,sky is clear,Wednesday 10:00,4080
0,290.367,0,0,0,Sky is Clear,Saturday 16:00,4603
0,285.75,0,0,90,heavy intensity rain,Wednesday 23:00,1328
0,287.48,0,0,90,moderate rain,Tuesday 4:00,894
0,273.22,0,0,1,sky is clear,Wednesday 4:00,957
0,260.21,0,0,90,overcast clouds,Saturday 14:00,4857
0,289.14,0,0,5,fog,Sunday 8:00,1866
0,269.37,0,0,75,broken clouds,Wednesday 2:00,269
0,282.18,0,0,75,broken clouds,Monday 6:00,5893
0,267.01,0,0,90,overcast clouds,Tuesday 22:00,1880
0,299.8,0,0,0,Sky is Clear,Monday 12:00,4990
0,269.89,0,0,90,overcast clouds,Sunday 4:00,482
0,291.89,0.98,0,90,moderate rain,Friday 6:00,5259
0,279.24,0,0,75,broken clouds,Friday 13:00,4933
0,279.55,0,0,1,sky is clear,Tuesday 18:00,4740
0,269.02,0,0,75,broken clouds,Sunday 18:00,3509
0,284.24,0.25,0,1,mist,Wednesday 6:00,5902
0,272.54,0,0,90,heavy snow,Monday 13:00,4200
0,293.42,0,0,90,proximity shower rain,Sunday 18:00,4192
0,300.18,0,0,90,overcast clouds,Monday 14:00,4456
0,282.45,0,0,90,overcast clouds,Tuesday 23:00,947
0,277.66,0,0,90,drizzle,Wednesday 9:00,5422
0,280.72,0,0,90,drizzle,Sunday 23:00,1039
0,249.45,0,0,40,scattered clouds,Monday 23:00,1148
0,299.88,0,0,5,sky is clear,Monday 12:00,4617
0,267.9,0,0,64,broken clouds,Sunday 1:00,706
0,253.53,0,0,5,sky is clear,Tuesday 21:00,2031
0,301.66,0,0,36,scattered clouds,Saturday 15:00,3765
0,296.01,0,0,90,light rain,Tuesday 13:00,4726
0,287.01,0,0,90,overcast clouds,Saturday 22:00,3095
0,276.55,0,0,90,mist,Sunday 22:00,2350
0,272.68,0,0,90,light rain,Thursday 9:00,4839
0,293.121,0,0,64,broken clouds,Sunday 5:00,477
0,296.55,0,0,1,sky is clear,Wednesday 19:00,3626
0,293.29,0,0,1,sky is clear,Saturday 0:00,1412
0,268.55,0,0,1,sky is clear,Wednesday 2:00,261
0,302.88,0,0,75,broken clouds,Saturday 14:00,4533
0,294.86,0,0,5,sky is clear,Thursday 9:00,4999
0,287.48,0,0,40,scattered clouds,Friday 18:00,5002
0,290.93,0,0,20,mist,Monday 7:00,6280
0,294.34,0,0,75,broken clouds,Friday 9:00,2451
0,288.18,0.25,0,90,mist,Friday 4:00,867
0,275.77,0,0,5,sky is clear,Thursday 7:00,6440
0,300.23,0,0,88,overcast clouds,Thursday 19:00,3600
0,258.82,0,0,1,sky is clear,Tuesday 21:00,2370
0,274.59,0,0,1,sky is clear,Sunday 10:00,4497
0,271.15,0,0,90,overcast clouds,Wednesday 21:00,2461
0,271.95,0,0,90,haze,Wednesday 3:00,375
0,271.96,0.51,0,1,light rain,Thursday 23:00,1319
0,290.44,0,0,1,sky is clear,Sunday 2:00,648
0,279.08,0,0,1,sky is clear,Wednesday 1:00,310
0,276.61,0,0,75,broken clouds,Sunday 19:00,3038
0,246.68,0,0,5,sky is clear,Sunday 10:00,3504
0,266.66,0,0,90,overcast clouds,Tuesday 1:00,351
0,287.28,0,0,1,mist,Monday 7:00,4011
0,286.76,0,0,1,sky is clear,Sunday 4:00,382
0,264.33,0,0,20,few clouds,Saturday 2:00,534
0,291.03,0,0,75,broken clouds,Wednesday 20:00,2903
0,282.64,0,0,20,few clouds,Monday 23:00,1035
0,296.36,0,0,90,overcast clouds,Monday 7:00,6741
0,284.65,0,0,90,light rain,Monday 3:00,337
0,256.35,0,0,1,light snow,Monday 13:00,4477
0,292.82,0,0,1,sky is clear,Thursday 23:00,1287
0,297.8,0,0,1,sky is clear,Thursday 14:00,5657
0,294.63,0,0,40,scattered clouds,Saturday 23:00,1
0,274.08,0,0,90,light snow,Monday 13:00,4325
0,292.36,0,0,1,sky is clear,Saturday 5:00,623
0,297.92,0,0,40,scattered clouds,Sunday 20:00,3298
0,270.28,0,0,90,mist,Monday 11:00,4220
0,296.85,0,0,1,sky is clear,Sunday 18:00,3928
0,301.74,0,0,1,sky is clear,Tuesday 15:00,6077
0,261.59,0,0,40,haze,Tuesday 14:00,4863
0,278.35,0,0,90,light snow,Sunday 14:00,4655
0,284.79,0,0,75,light rain,Tuesday 23:00,945
0,270.31,0,0,40,scattered clouds,Wednesday 12:00,5070
0,290.02,0,0,90,heavy intensity rain,Monday 2:00,277
0,290.01,0,0,90,light rain,Monday 11:00,4454
0,303.35,0,0,75,thunderstorm,Tuesday 16:00,6373
0,287.01,0,0,92,overcast clouds,Friday 20:00,3631
0,289.15,0.25,0,36,light rain,Thursday 2:00,313
0,274.62,0,0,1,sky is clear,Wednesday 21:00,2493
0,285.01,0,0,92,overcast clouds,Saturday 2:00,606
0,287.02,0,0,92,overcast clouds,Friday 19:00,4324
0,299.48,0.51,0,40,light rain,Tuesday 16:00,6490
0,299.95,0,0,20,few clouds,Thursday 13:00,5307
0,291.35,0,0,90,moderate rain,Wednesday 18:00,4864
0,295.86,0.25,0,1,light rain,Thursday 14:00,5680
0,265.93,0,0,90,light snow,Friday 6:00,4378
0,292.77,0,0,1,sky is clear,Monday 23:00,1158
0,288.55,0,0,1,sky is clear,Sunday 4:00,414
0,278.62,0,0,75,broken clouds,Sunday 18:00,4392
0,291.68,0,0,1,sky is clear,Wednesday 2:00,341
0,297.61,0,0,0,Sky is Clear,Thursday 13:00,5423
0,304.18,0,0,75,broken clouds,Thursday 14:00,4829
0,258.46,0,0,5,sky is clear,Wednesday 15:00,5589
0,281.15,0,0,1,sky is clear,Tuesday 11:00,4952
0,255.38,0,0,1,sky is clear,Wednesday 23:00,1034
0,303.15,0,0,90,overcast clouds,Wednesday 13:00,5463
0,271.28,0,0,90,light snow,Wednesday 4:00,896
0,278.93,0,0,90,drizzle,Thursday 8:00,5760
0,293.96,0,0,40,scattered clouds,Saturday 22:00,3677
0,282.85,0,0,0,Sky is Clear,Monday 21:00,2381
0,278.21,0,0,90,mist,Wednesday 16:00,6267
0,268.75,0,0,1,sky is clear,Thursday 6:00,5703
0,274.65,0,0,90,light rain,Friday 16:00,6595
0,278.01,0,0,75,broken clouds,Tuesday 17:00,6104
0,278.21,0,0,90,mist,Monday 23:00,830
0,288.84,0,0,76,broken clouds,Tuesday 12:00,4776
0,266.71,0,0,90,overcast clouds,Thursday 22:00,1060
0,297.95,0,0,75,broken clouds,Sunday 21:00,3170
0,284.68,0,0,40,scattered clouds,Friday 15:00,6161
0,286.832,0,0,88,overcast clouds,Monday 9:00,4356
0,295.58,0,0,1,sky is clear,Saturday 11:00,4009
0,268.55,0,0,90,overcast clouds,Sunday 10:00,3465
0,269.44,0,0,90,haze,Wednesday 15:00,5570
0,291.08,0,0,90,mist,Wednesday 9:00,4930
0,296.72,0,0,75,broken clouds,Sunday 21:00,2624
0,297.23,0,0,75,proximity shower rain,Saturday 17:00,4555
0,291.69,0,0,75,broken clouds,Monday 11:00,4643
0,291.66,0,0,1,sky is clear,Friday 7:00,5906
0,289.06,0,0,90,light rain,Sunday 7:00,1228
0,287.12,0.25,0,48,light rain,Sunday 21:00,2910
0,274.42,0,0,90,light snow,Monday 17:00,5739
0,292.08,0,0,1,light rain,Monday 22:00,1771
0,296.76,0,0,75,broken clouds,Monday 13:00,4690
0,283.88,0,0,1,sky is clear,Sunday 1:00,819
0,273.72,0,0,1,sky is clear,Monday 12:00,4947
0,291.46,0,0,56,broken clouds,Thursday 22:00,2689
0,269.95,0,0,1,mist,Monday 4:00,820
0,298.73,0,0,40,scattered clouds,Tuesday 14:00,5487
0,272.01,0,0,90,light rain,Saturday 7:00,1311
0,291.15,0,0,40,scattered clouds,Monday 17:00,5714
0,269.21,0,0,75,mist,Saturday 7:00,1888
0,265.5,0,0,1,sky is clear,Sunday 15:00,4699
0,274.03,0,0,90,heavy snow,Sunday 12:00,3655
0,258.45,0,0,1,sky is clear,Tuesday 22:00,1758
0,260.14,0,0,90,light snow,Saturday 8:00,2611
0,276.71,0,0,90,overcast clouds,Thursday 11:00,4936
0,295.58,0,0,90,overcast clouds,Saturday 15:00,4493
0,290.86,0,0,32,scattered clouds,Monday 21:00,2574
0,295.02,0,0,40,heavy intensity rain,Tuesday 1:00,417
0,289.85,0,0,1,sky is clear,Sunday 1:00,691
0,255.42,0,0,1,sky is clear,Tuesday 2:00,249
0,294.1,7.51,0,90,mist,Monday 5:00,2499
0,291.36,0,0,90,proximity shower rain,Friday 17:00,5924
0,294.04,0.25,0,75,moderate rain,Friday 6:00,5200
0,297.73,0,0,90,light rain,Monday 12:00,4273
0,261.23,0,0,1,sky is clear,Wednesday 2:00,274
0,290.21,0,0,1,light rain,Friday 16:00,6017
0,298.35,0,0,75,broken clouds,Tuesday 17:00,6366
0,260.46,0,0,90,snow,Thursday 13:00,3293
0,272.95,0,0,90,light snow,Tuesday 1:00,485
0,293.01,0,0,40,mist,Wednesday 0:00,678
0,272.4,0,0,90,heavy snow,Saturday 19:00,3572
0,253.51,0,0,40,scattered clouds,Monday 17:00,3134
0,282.865,0,0,24,few clouds,Tuesday 7:00,6322
0,301.68,0,0,90,overcast clouds,Sunday 16:00,4989
0,294.58,0,0,75,light intensity drizzle,Monday 13:00,4743
0,295.17,0,0,20,haze,Sunday 18:00,4276
0,304.15,0,0,0,Sky is Clear,Wednesday 12:00,5679
0,285.9,0,0,90,mist,Tuesday 8:00,6195
0,277.45,0,0,90,overcast clouds,Thursday 15:00,4192
0,297.61,0,0,1,sky is clear,Thursday 12:00,4955
0,274.589,0,0,0,Sky is Clear,Tuesday 11:00,4434
0,296.35,0,0,1,sky is clear,Wednesday 16:00,6563
0,293.37,0.85,0,90,light rain,Friday 4:00,851
0,297.02,0,0,40,scattered clouds,Friday 16:00,5941
0,269.35,0,0,40,haze,Tuesday 17:00,4650
0,285.32,0,0,75,broken clouds,Tuesday 4:00,880
0,287.75,0,0,40,scattered clouds,Wednesday 18:00,4695
0,276.22,0,0,90,overcast clouds,Friday 18:00,4753
0,279.48,0,0,20,few clouds,Friday 11:00,5029
0,279.027,0,0,92,moderate rain,Thursday 23:00,1011
0,288.52,3.41,0,92,mist,Monday 0:00,530
0,292.4,0,0,1,proximity thunderstorm,Friday 22:00,3318
0,286.08,2.79,0,1,mist,Thursday 0:00,570
0,288.22,0,0,40,scattered clouds,Saturday 2:00,638
0,287.68,0,0,90,overcast clouds,Friday 2:00,292
0,274.79,0,0,90,overcast clouds,Tuesday 9:00,5155
0,288.42,0,0,1,sky is clear,Thursday 5:00,2935
0,289.12,0,0,48,fog,Thursday 2:00,344
0,281.361,0,0,8,sky is clear,Wednesday 2:00,583
0,303.37,0,0,75,broken clouds,Thursday 17:00,5871
0,272.95,0,0,90,overcast clouds,Monday 23:00,912
0,273.48,0,0,5,sky is clear,Tuesday 13:00,5101
0,302.76,0,0,0,Sky is Clear,Tuesday 21:00,2787
0,286.76,0,0,48,scattered clouds,Sunday 21:00,2153
0,275.72,0,0,90,light rain,Wednesday 2:00,292
0,302.09,0,0,1,sky is clear,Saturday 19:00,3567
0,278.03,0,0,90,overcast clouds,Wednesday 17:00,6252
0,289.79,0,0,24,few clouds,Wednesday 14:00,5391
0,301.73,0,0,56,broken clouds,Sunday 14:00,4327
0,286.4,0,0,90,smoke,Saturday 4:00,367
0,294.22,0,0,1,sky is clear,Sunday 22:00,1690
0,261.3,0,0,90,fog,Wednesday 21:00,2425
0,284.77,0,0,90,light rain,Thursday 17:00,6488
0,287.51,0,0,1,drizzle,Monday 22:00,3626
0,281.47,0,0,75,broken clouds,Monday 3:00,316
0,296.23,0.55,0,40,proximity thunderstorm,Friday 18:00,4416
0,291.14,0,0,88,overcast clouds,Sunday 22:00,1843
0,281.75,0,0,1,sky is clear,Tuesday 21:00,2504
0,293.31,0,0,90,mist,Wednesday 5:00,2874
0,284.65,0,0,1,sky is clear,Tuesday 4:00,807
0,290.83,0,0,0,haze,Saturday 14:00,5308
0,291.29,0,0,90,light rain,Wednesday 13:00,5026
0,288.54,0,0,1,sky is clear,Tuesday 12:00,4815
0,294.15,0,0,40,scattered clouds,Sunday 12:00,3843
0,276.22,0,0,1,sky is clear,Wednesday 2:00,262
0,288.95,0,0,1,fog,Tuesday 1:00,410
0,298.86,0,0,75,broken clouds,Friday 18:00,4926
0,275.75,0,0,1,sky is clear,Saturday 6:00,1167
0,274.94,0.3,0,75,light rain,Wednesday 19:00,3197
0,269.58,0,0.05,90,light snow,Tuesday 10:00,2989
0,296.95,0.25,0,1,light rain,Friday 22:00,2830
0,301.15,0,0,40,scattered clouds,Wednesday 13:00,4976
0,295.83,0,0,0,Sky is Clear,Friday 20:00,3246
0,258.59,0,0,91,overcast clouds,Sunday 14:00,4178
0,291.07,0,0,90,light intensity drizzle,Wednesday 6:00,5523
0,275.15,0,0,90,fog,Thursday 6:00,5674
0,284.68,0,0,90,drizzle,Tuesday 13:00,5185
0,293.1,3.05,0,75,moderate rain,Tuesday 2:00,225
0,283.35,0,0,90,overcast clouds,Sunday 20:00,3643
0,291.37,0,0,1,sky is clear,Monday 3:00,372
0,287.36,0,0,1,sky is clear,Monday 12:00,4587
0,292.15,0,0,40,mist,Tuesday 11:00,4652
0,257.42,0,0,90,overcast clouds,Wednesday 1:00,292
0,273.01,0,0,90,overcast clouds,Thursday 18:00,4982
0,263.86,0,0,90,overcast clouds,Wednesday 3:00,365
0,293.8,0,0,1,mist,Friday 0:00,888
0,282.53,0,0,90,overcast clouds,Thursday 23:00,1284
0,293.17,0,0,90,light rain,Saturday 14:00,4663
0,273.82,0,0,90,haze,Saturday 7:00,1287
0,270.08,0,0,64,light snow,Tuesday 13:00,4941
0,292.16,0,0,1,sky is clear,Thursday 3:00,383
0,290.51,0,0,1,mist,Thursday 6:00,5691
0,273.44,0,0,90,light snow,Sunday 1:00,975
0,274.25,0,0,1,sky is clear,Saturday 4:00,425
0,288.61,0,0,1,sky is clear,Thursday 1:00,611
0,303.68,0,0,12,few clouds,Wednesday 20:00,3238
0,284,0,0,90,overcast clouds,Monday 1:00,355
0,282.72,0,0,1,sky is clear,Sunday 5:00,515
0,271.3,1.52,0,64,light snow,Wednesday 8:00,4173
0,265.22,0,0,20,few clouds,Friday 14:00,5474
0,259.46,0,0,90,heavy snow,Thursday 5:00,2449
0,301.58,0,0,40,scattered clouds,Thursday 19:00,3530
0,277.51,0,0,90,overcast clouds,Friday 12:00,5692
0,281.65,0,0,90,haze,Monday 10:00,3937
0,294.58,0,0,75,mist,Monday 8:00,4699
0,288.6,0,0,90,overcast clouds,Thursday 11:00,4862
0,285.14,0,0,40,scattered clouds,Friday 15:00,5838
0,280.3,0,0,90,mist,Saturday 11:00,4205
0,278.64,2.8,0,90,moderate rain,Monday 14:00,4902
0,270.08,0,0,90,light snow,Wednesday 7:00,3683
0,256.02,0,0,5,sky is clear,Thursday 8:00,5886
0,272.48,0,0,75,mist,Tuesday 11:00,4327
0,270.56,0,0,90,mist,Thursday 0:00,641
0,294.01,0,0,48,scattered clouds,Saturday 5:00,865
0,262.6,0,0,5,sky is clear,Sunday 13:00,4637
0,275.36,0,0,90,overcast clouds,Saturday 1:00,822
0,290.39,0,0,90,thunderstorm with light rain,Tuesday 23:00,1016
0,270.57,0,0,20,few clouds,Wednesday 18:00,4631
0,264.01,0,0,1,sky is clear,Wednesday 0:00,512
0,286.58,0,0,90,overcast clouds,Thursday 11:00,4976
0,262.59,0,0,75,broken clouds,Tuesday 23:00,954
0,276.82,0,0,1,sky is clear,Wednesday 5:00,2982
0,273.86,0,0.32,90,mist,Wednesday 16:00,5222
0,266.42,0,0,75,broken clouds,Saturday 18:00,3951
0,293.22,7.25,0,90,mist,Saturday 2:00,626
0,269.74,0,0,64,mist,Saturday 7:00,1834
0,273.94,0,0,90,overcast clouds,Sunday 12:00,4279
0,291.48,0,0,40,mist,Tuesday 1:00,416
0,275.95,0,0,90,light rain,Monday 19:00,2730
0,291.29,0,0,90,thunderstorm,Friday 22:00,2863
0,294.69,0,0,1,mist,Sunday 1:00,826
0,276.6,0,0,90,overcast clouds,Thursday 1:00,335
0,284,0,0,90,light rain,Monday 9:00,5173
0,273.08,0,0,90,overcast clouds,Tuesday 0:00,551
0,302.56,0,0,75,broken clouds,Friday 16:00,6196
0,273.28,0,0,90,light snow,Monday 21:00,2174
0,284.84,0,0,90,overcast clouds,Monday 8:00,1111
0,290.56,0,0,90,light rain,Wednesday 19:00,3136
